Date	00:00	00:10	00:20	00:30	00:40	00:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	2:00	2:10	2:20	2:30	2:40	2:50	2:00	2:10	2:20	2:30	2:40	2:50	2:00	2:10	2:20	2:30	2:40	2:50	2:00	2:10	2:20	2:30	2:40	2:50
2019/02/05	12	6	15	6	6	4	2	0	0	0	2	0	2	2	2	2	0	0	2	2	2	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	1	1	1	2	3	2	11	1	0	0	0	0	0	1	3	1	3	1	1	5	4	4	0	2	2	2	0	2	0	8	8	0	8	0	0	0	0	0	10	0	24	0	0	0	0	0	0	0	0	0
2019/02/06	8	8	6	0	2	0	0	8	8	16	0	0	0	0	0	10	2	0	0	2	0	0	0	0	8	0	0	8	8	8	8	0	0	0	2	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	4	3	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	18	24	0	0	0	8	8	0	0	4	2	2	0	0	0	0	0	0	0	24	0	0	16	0	0	0	0	0	0	0	1	11	3	1	3	2	2	2	2	6	2	2	2	2	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	2	0
2019/02/07	8	5	1	6	1	2	3	1	0	1	0	0	0	0	0	2	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	3	3	3	0	18	4	0	0	0	2	0	0	0	0	0	0	8	14	4	10	6	2	0	2	0	0	0	0	4	4	4	4	4	12	4	16	4	0	0	0	0	0	0	8	0	0	24	2	4	2	7	3	5	0	0	4	1	3	5	4	6	4	12	4	4	0	2	2	0	0	0	0	0	7	12	6	14	0	6	2	0	7	0
2019/02/08	4	4	4	0	0	20	2	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	7	7	3	0	0	0	0	0	0	0	0	0	0	0	16	0	0	2	6	2	4	0	0	0	0	24	8	1	1	0	0	0	0	0	4	0	0	4	16	0	0	0	0	5	4	0	0	0	1	3	1	1	1	0	0	4	2	6	6	4	4	4	12	0	6	2	0	0	0	0	8	0	4	4	0	0	0	0	0	8	0	0	0
2019/02/09	0	0	2	0	2	2	2	2	0	2	0	0	2	2	8	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	14	6	0	0	0	0	0	0	0	4	2	0	0	0	4	4	0	4	4	6	12	6	0	0	2	0	0	0	0	0	0	2	0	4	4	4	4	0	0	0	0	0	0	2	0	0	0
2019/02/10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	2	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	4	5	5	4	4	0	4	4	0	0	0	0	4	4	4	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/02/11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	4	0	0	2	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	2	4	4	4	4	4	0	0	4	4	0	4	0	4	2	2	2	6	2	0	0	0	0	6	2	2	2	0	4	2	8	14	0	0	2	16	10	0	2
2019/02/12	0	0	0	0	0	0	2	2	0	0	10	3	3	2	2	2	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	1	1	5	14	3	5	13	1	0	10	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	2	3	0	0	1	1	1	2	4	12	5	13	13	12	4	12	4	4	4	13	12	0	0	0	0	14	0	0	0	0	12	2	6	2	2	8	0
2019/02/13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	1	5	13	5	0	20	0	0	16	0	0	12	4	12	12	4	0	4	0	2	2	6	0	2	16	0	0	0	4	0	0	2	0	0	0	4	0	16	0	0	0	0	12	0	0	0	20	1	1	1	7	3	0	0	0	0	4	2	2	20	18	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	16	0	16	2	2	14	2	2
2019/02/14	10	6	24	0	2	2	18	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	1	11	9	3	0	0	0	16	16	16	0	26	0	0	20	2	8	8	0	2	0	0	2	2	2	0	16	16	0	0	0	0	0	0	0	4	2	6	0	0	2	0	0	2	0	0	0	0	2	2	0	1	7	7	1	21	0	4	0	22	16	20	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/02/15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	10	15	7	5	5	5	16	16	8	16	4	4	4	4	0	0	0	0	4	4	0	0	4	0	2	0	6	2	0	0	0	16	0	0	16	0	0	0	16	16	16	16	0	16	16	16	0	16	0	20	0	0	4	1	3	1	7	0	0	0	0	0	2	0	0	0	8	2	16	0	16	16	1	2	0	16	18	0	0	8	0	0	0	0	0	16
2019/02/16	24	4	0	0	0	0	0	0	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	4	12	4	4	0	3	8	15	4	0	0	0	12	0	4	0	0	22	0	2	0	4	0	0	0	4	6	4	2	0	2	1	1	15	0	1	1	1	0	0	0	0	0	1	7	3	3	1	7	1	8	0	0	13	15	5	2	0	0	12	2	0	2	0	2	0	0	0	0	0	0	0	2	2	4	0	4	0	4	0
2019/02/17	2	0	6	4	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	1	0	0	0	1	1	12	6	15	0	0	0	2	2	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	6	6	2	2	0	0	6	2	4	6	0	10	2	0	0	0	2	4	0	0	0	4	4	0	0	0	4	4	6	0	1	2	4	0	0	0	0	16	0	18	16	2	18	16	0
2019/02/18	10	2	3	4	6	6	14	2	0	3	2	1	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	1	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	16	0	0	0	0	8	0	8	0	1	16	0	0	16	2	0	0	16	1	6	4	4	4	0	16	5	5	15	5	5	0	0	0	0	4	0	14	0	1	0	0	0	5	0	4	5	1	0	4	0	0	4	0	1	0	0	0	1	1
2019/02/19	5	1	0	4	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	3	3	16	10	0	0	2	18	2	2	0	4	4	12	5	0	2	6	11	6	4	0	0	0	16	2	8	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	10	0	0	0	0	0	0	0	5	3	5	5	4	0	0	0	0	0	4	0	0	0	4	0	0	4	5	3	0	0	0	0	0	0	8	2	0	2
2019/02/20	2	2	2	2	16	2	0	0	2	0	2	2	2	2	0	0	9	10	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	3	1	16	0	16	0	0	0	0	0	0	0	16	0	0	0	0	0	2	2	2	8	2	2	2	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	8	2	0	0	0	16	1	1	9	1	1	1	0	0	0	0	0	0	0	0	2	16	2	2	2	2	2	2	2	0	0	0	0	0	2	0	0	2	0	0
2019/02/21	0	11	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	1	1	3	5	0	0	0	0	0	0	0	4	0	0	0	0	2	2	2	2	2	10	0	10	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	16	0	0	2	0	0	0	0	1	16	0	5	3	3	1	1	0	2	2	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/02/22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	1	1	1	1	0	4	0	0	12	0	0	0	4	4	4	12	4	4	0	4	3	0	3	10	2	2	8	16	0	16	0	16	28	16	0	16	0	16	16	16	1	4	4	4	4	4	20	4	4	4	4	4	0	4	2	18	2	3	3	1	1	0	0	4	14	2	2	10	2	0	10	2	0	2	2	0	10	0	0	6	0	2	0	2	18	0	0
2019/02/23	0	0	18	16	2	18	2	2	0	2	2	0	0	0	2	3	0	10	2	1	2	0	0	14	8	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	6	5	8	4	4	4	0	4	12	0	2	0	0	0	0	0	0	6	6	4	4	0	0	0	0	0	2	0	2	2	2	10	0	8	0	4	0	2	2	0	1	0	0	0	4	2	2	0	4	4	0	0	2	4	0	0	0	0	0	0	0	2	0	0	20	6	0	0	0	0	2	0
2019/02/24	0	16	2	2	10	0	0	0	19	2	4	2	26	2	24	0	18	3	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	13	14	4	3	0	2	2	2	0	4	24	0	16	16	4	0	0	0	0	18	18	0	0	2	0	0	0	4	16	10	2	1	2	0	0	0	0	2	2	0	0	0	0	14	0	0	0	6	0	2	4	0	0	8	2	0	2	2	0	2	2	2	2	2	0	0	16	2
2019/02/25	0	0	0	0	2	0	0	0	0	2	2	2	2	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	5	2	0	1	3	3	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	2	2	2	0	0	4	4	4	0	0	10	4	0	2	10	2	2	8	0	0	0	0	0	0	0	10	0	1	0	0	0	2	0	0	1	1	3	9	3	8	2	2	2	10	10	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/02/26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	12	13	2	0	5	11	11	1	0	8	2	0	8	8	12	0	0	0	2	2	2	2	0	2	10	2	0	2	2	0	0	0	18	0	4	0	0	4	0	0	0	8	2	0	0	0	0	8	6	4	6	14	4	2	10	0	0	0	0	17	1	1	9	5	3	10	6	13	0	0	4	0	0	0	2	8	8	2	0	0	0	0	2	2	6	0	22	4	2	0	0
2019/02/27	0	0	2	10	0	8	2	10	2	10	2	0	0	8	0	0	0	2	6	6	0	0	4	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	4	3	0	10	2	2	0	0	3	4	12	0	0	0	0	0	8	0	2	10	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	4	5	0	0	4	0	0	4	12	6	4	8	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	4
2019/02/28	4	4	18	0	2	16	0	0	8	0	18	3	0	8	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	2	6	4	3	0	0	0	0	10	2	0	2	2	0	6	0	14	14	2	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	4	2	0	0	10	10	4	4	4	0	0	0	0	0	0	2	2	2	3	6	0	2	2	6
2019/03/01	2	2	3	10	0	0	0	24	0	16	0	0	0	8	0	8	16	16	0	0	0	0	2	0	0	0	2	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	1	0	0	16	0	0	0	2	0	0	4	4	6	4	4	4	4	4	4	4	4	0	0	0	0	16	0	0	0	0	0	0	4	4	16	0	0	0	0	4	4	0	0	0	0	0	0	0	4	0	0	16	16	1	1	5	7	1	0	0	0	2	0	0	0	8	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
2019/03/02	6	2	2	2	2	2	2	2	0	2	2	10	10	2	2	8	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	3	2	2	0	6	6	0	0	0	3	2	0	0	0	0	2	0	0	0	0	0	1	5	7	3	1	3	7	0	0	0	0	0	3	0	0	0	1	1	3	1	2	0	0	0	0	0	0	4	0	0	0	4	0	2	0	8	0	0	0	2	2	8	0	4	4	4	10	0	2
2019/03/03	2	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	4	2	2	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	10	2	12	2	6	0	6	5	4	4	4	6	0	0	4	0	0	2	2	2	10	10	0	0	0	0	5	1	1	3	5	1	5	1	0	1	1	1	0	0	0	6	0	0	2	0	4	0	0	4	4	0	2	4	4	1	0	0	0	2	0	9	0	0	0	0	0	12	2	8
2019/03/04	0	0	0	0	0	2	2	0	0	0	0	2	2	6	16	0	8	8	2	0	0	0	2	2	2	10	12	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	1	1	0	0	0	0	0	0	1	11	7	6	0	0	0	0	0	0	0	0	8	0	0	4	14	2	0	0	0	0	4	4	2	0	4	4	0	0	0	0	0	0
2019/03/05	0	0	0	0	0	0	0	8	2	0	2	0	0	2	2	2	2	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	13	4	0	1	1	1	1	0	1	1	1	1	1	5	1	1	0	1	1	1	5	1	1	1	0	9	1	5	1	1	9	1	1	12	13	1	9	5	9	8	9	1	1	9	3	13	1	13	2	1	1	1	9	1	1	1	5	5	1	1	1	0	0	1	5	12	13	1	1	1	5	4	0	4	0	0	0	0	1	9	1	1	9	1	1	1	1	1	0	4	0	1	1	1	0	0	0	0
2019/03/06	0	0	0	0	4	4	4	0	0	0	2	0	0	0	0	2	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0	2	0	0	0	0	0	0	0	0	0	0	0	2	10	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
2019/03/07	6	4	0	0	2	2	2	0	0	8	16	18	2	16	16	0	0	0	24	0	28	16	16	0	16	8	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	1	1	3	0	0	0	0	2	0	0	0	0	16	9	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	2	0	0	0	10	8	8	0	16	0	0	0	0	0	0	0	0	0	0	2	2	16	0	8	8	24	16	1	3	3	5	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/03/08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	1	1	3	1	1	8	16	0	0	0	10	0	0	0	0	0	18	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	16	16	16	0	9	0	0	0	16	18	0	18	8	0	4	6	4	0	0	1	5	5	1	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	6	6	5	13	4	2
2019/03/09	0	5	2	0	16	2	0	0	0	0	0	0	0	0	0	0	2	0	4	4	4	2	8	8	0	0	0	2	0	2	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	0	0	10	6	0	2	0	0	2	0	0	0	0	2	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	6	4	6	6	0	0	0	8	0	0	0
2019/03/10	0	0	0	4	4	0	0	10	0	0	0	0	12	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	5	1	0	1	1	1	2	0	0	1	1	1	0	12	1	1	9	0	13	1	4	0	0	0	0	1	1	1	8	1	4	7	1	0	6	4	8	0	1	0	0	0	0	1	1	8	9	4	1	1	1	1	1	1	1	9	5	11	1	0	1	1	1	3	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	5	5	4	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/03/11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	2	0	5	0	2	6	0	2	0	0	0	2	0	0	0	6	2	4	6	4	14	12	4	1	1	5	1	1	1	0	0	0	0	16	8	4	16	0	0	0	0	1	1	3	0	0	4	10	1	1	1	5	1	0	8	0	0	0	0	0	16	20	0	0	0	18	0	0	24	18	12	4	4	5	0	0	0	16	0	0	2	20	20	4	4
2019/03/12	5	4	4	5	5	1	1	0	1	1	1	1	0	0	1	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	2	2	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	6	2	2	0	2	5	4	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0
2019/03/13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	2	0	0	0	0	0	0	0	0	12	4	0	0	4	4	0	0	0	16	16	0	0	16	2	0	0	0	16	4	4	4	0	0	0	17	1	3	1	1	0	2	0	0	0	0	6	4	6	0	2	2	3	2	4	0	0	2	0	2	0	18	0	0	0	0	0	0	0	0	0	0
2019/03/14	0	8	0	0	0	0	0	26	0	0	0	0	0	2	0	2	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	8	3	1	1	3	1	0	0	0	16	0	0	0	2	2	0	2	2	0	2	2	2	16	2	0	0	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	3	3	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	4	4	4	4	4	4	6	4	4	6	4	4	2	2	2
2019/03/15	8	0	0	0	16	16	0	18	0	12	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	1	1	1	6	3	2	3	0	0	0	0	1	13	2	1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	16	2	2	0	0	2	6	8	6	10	0	12	12	6	6	2	0	2	6	10	6	2	0	0	2
2019/03/16	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	2	2	0	2	0	0	0	24	2	0	0	8	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	5	12	5	5	5	4	12	3	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	9	1	1	1	0	8	0	0	0	0	0	0	0	4	4	4	5	4	0	0	1	1	1	5	1	1	1	1	7	4	5	1	1	1	4	0	0	0
2019/03/17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	8	2	2	0	0	0	0	10	0	8	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	12	4	0	2	0	1	11	1	0	0	0	0	1	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2019/03/18	0	0	0	1	9	3	1	0	1	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	11	1	0	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	5	1	0	0	0	4	4	4	8	4	4	8	0	0	0	0	8	8	0	0	1	1	5	15	5	4	0	0	0	14	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/03/19	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	8	0	0	0	10	0	0	2	10	10	8	10	0	10	2	1	2	8	4	11	2	3	2	2	2	2	2	14	4	10	1	3	3	3	0	18	16	0	16	0	6	8	0	10	0	0	2	10	0	0	0	16	1	14	2	0	0	0	0	0	0	17	0	0	0	0	0	0	0	4	0	0	16	0	0	0	0	8	2	0	0	0	1	9	1	1	0	0	0	4	10	3	2	8	0	2	9	2	1	8	0	0	0	0	12	0	4	4	0	0	0	0	0	0	10	2	10	0
2019/03/20	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	4	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	6	0	2	0	11	6	2	12	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	10	10	2	0	0	2	2	2	0	0	0	1	2	0	0
2019/03/21	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	7	6	2	2	2	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	14	0	4	3	0	6	2	3	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	2	0	0	0	0	0	0	0	0	0	0	0	4	8	2	3	2	0	2	2	2	2	0	0	0	0	1	0	0	6	0	0	4	4	4	5	4	4	2	3	0	12	13	5	14	4
