Date	00:00	00:10	00:20	00:30	00:40	00:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	0:00	0:10	0:20	0:30	0:40	0:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	1:00	1:10	1:20	1:30	1:40	1:50	2:00	2:10	2:20	2:30	2:40	2:50	2:00	2:10	2:20	2:30	2:40	2:50	2:00	2:10	2:20	2:30	2:40	2:50	2:00	2:10	2:20	2:30	2:40	2:50
2019/03/22	0	0	2	2	5	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	4	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	6	14	5	2	0	4	10	0	14
2019/03/23	2	0	2	2	4	2	0	0	0	0	12	4	4	4	4	5	4	4	8	0	0	0	1	0	1	0	0	0	0	2	0	8	13	2	0	4	2	2	0	2	2	10	2	3	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	12	0	1	1	1	10	1	0	0	0	0	0	1	7	2	3	3	1	2	0	16	10	16	2	0	2	0	18	18	2	2	0	16	0	2	2	2	2	10	0	0	8	2	2	10	0	0	0	0	2	18	8	8	0
2019/03/24	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	10	2	2	2	0	0	2	0	0	0	14	4	12	5	4	12	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	1	5	5	7	5	3	0	0	0	0	0	0	5	0	0	0	1	3	5	1	0	0	0	2	0	8	8	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	8	2	0	0	8	0	0	2	0	0	2	0	0	0	0	0	0
2019/03/25	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	3	0	2	0	0	2	2	3	0	0	0	10	0	2	2	2	0	0	0	0	10	0	2	0	0	0	0	0	0	0	2	2	2	0	0	2	0	2	0	0	0	8	0	2	3	2	0	0	0	0	0	0	0	0	0
2019/03/26	0	10	0	24	24	2	2	0	8	2	2	2	0	8	0	2	2	2	2	10	2	0	10	10	2	3	2	10	0	0	2	1	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	1	16	16	0	0	16	0	24	0	4	4	5	0	6	6	6	2	0	0	0	0	0	4	4	22	16	16	20	28	16	4	8	0	16	2	2	0	0	16	0	0	0	0	2	0	0	0	0	1	3	11	12	7	15	1	3	3	3	0	2	14	4	6	2	2	2	2	0	2	2	2	2	2	2	2	2	2	6	2	0	0	0	0	0
2019/03/27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	10	2	4	2	4	7	2	0	4	2	0	0	10	0	0	0	0	8	0	0	0	0	0	0	0	0	0	4	0	0	2	0	2	2	0	12	2	0	0	0	0	4	4	22	0	0	0	4	4	0	0	0	0	0	0	0	0	0	4	2	2	2	2	6	4	6	10	0	0	2	2
2019/03/28	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	1	5	5	0	1	1	0	0	0	0	2	16	0	0	0	0	0	0	0	2	2	10	0	0	0	0	0	16	2	0	16	0	0	12	4	0	2	0	0	8	0	0	0	0	0	1	2	2	0	0	2	2	0	3	1	1	1	3	1	0	0	0	0	2	0	1	1	1	2	3	5	7	2	0	0	0	2	2	2	2	2	2	0	0	0
2019/03/29	2	0	0	0	0	6	2	2	0	2	2	2	2	0	2	2	2	0	2	2	0	2	2	2	18	0	0	2	16	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	5	8	0	0	8	16	3	0	0	6	4	4	0	0	0	16	0	0	0	0	2	0	0	8	18	10	3	0	0	2	0	0	2	2	2	0	10	0	2	2	2	0	2	0	0	8	0	0	8	4	0	2	3	0	0	0	0	0	0	2	0	0	0	0	0
2019/03/30	2	10	2	2	0	2	2	0	0	2	4	0	0	0	2	16	16	0	2	3	2	2	0	0	4	1	0	1	0	2	0	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	3	0	7	2	0	2	0	1	1	1	3	1	0	0	0	1	1	4	1	1	1	0	0	0	4	4	0	0	0	0	0	0	8	0	0	0	4	4	2	8	6	6	0	0	0	2	2	16	16	10	0	0	12	6
2019/03/31	2	2	2	2	10	10	10	2	0	2	2	0	2	2	0	0	0	0	2	6	1	0	0	2	2	3	8	8	0	0	0	0	8	8	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	8	6	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0
2019/04/01	2	0	2	2	0	3	2	0	16	0	0	0	8	0	0	0	0	0	0	8	0	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	12	10	14	4	10	8	0	6	6	12	5	0	0	4	12	0	4	0	1	1	1	5	0	0	4	1	2	1	5	0	0	0	0	0	0	2	0	2	0	0	4	8	4	4	0	0	0	0	6	10	4	4	4	4	4	4	4	4	0	0	0	0	2	0	0	0	0	0	0	12	0	8	4	4	2	0
2019/04/02	0	4	0	4	8	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	20	6	1	0	0	0	0	4	0	0	8	24	8	8	8	8
2019/04/03	2	2	2	2	8	0	2	10	2	10	0	6	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24	9	0	8	0	0	10	8	0	2	10	0	10	0	1	1	11	0	4	5	5	0	3	9	12	8	8	10	8	1	9	1	1	12	4	0	10	0	13	1	0	0	1	3	4	4	1	4	4	3	1	3	0	0	1	1	0	1	3	0	2	1	11	3	0	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	8	5	1	0	0	0	0	8	0	0	2	4	7	4	4	0	0	6	2	2	0
2019/04/04	0	2	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	4	4	0	0	0	0	0	0	4	0	0	0	4	4	4	0	0	0	4	0	6	4	0	0	0	4	0	0	2	0	0	0	4	2	0	2	0	0	2	2	2	0	0	0	0	2	2	0	0	0	0	0	2	2	2	2	0	0
2019/04/05	0	0	8	2	0	0	0	2	0	16	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	3	1	1	3	2	7	1	2	1	1	4	0	1	13	1	1	0	0	0	0	5	1	1	0	1	3	1	2	2	0	0	0	4	0	4	4	12	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	4	0	0	0	10	0	0	8	2	18	18	2	2	2	0	0	0	0	0	0	0	0	16	16	0	0	0	2
2019/04/06	0	0	2	0	0	10	2	0	0	2	16	2	2	2	0	0	2	10	0	3	2	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	2	0	2	1	3	0	9	5	1	1	0	0	0	0	1	0	10	2	3	3	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	4	0	0	0	0	0	0	8	16	0	16	0	0	20	4
2019/04/07	30	4	0	16	6	0	0	2	2	0	10	16	16	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	16	16	16	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	12	0	0	4	4	12	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	2	0	0	16	0	0
2019/04/08	0	0	0	0	0	0	0	10	2	2	2	2	2	2	2	2	2	2	2	3	3	3	0	0	0	0	2	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	1	1	7	1	0	3	3	3	1	0	0	0	0	0	2	4	4	0	0	0	0	2	2	0	2	2	0	2	0	0	0	0	0	0	8	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	11	1	8	0	1	5	5	10	2	2	0	0	0	0	0	0	6	4	0	0	12	12	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/04/09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	1	1	1	12	4	3	1	2	0	0	0	0	0	0	0	1	0	0	2	2	6	4	2	0	7	7	0	0	4	10	15	11	7	5	6	2	0	0	0	0	8	0	3	8	0	2	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	8	6	6	2	4	6	4	4	5
2019/04/10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	10	10	8	2	1	3	3	2	1	3	2	2	3	5	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	4	0	0	0	4	2	0	0	2	0	2	0	10	1	9	8	10	2	8	6	7	3	9	8	0	0	5	4	0	4	10	0	18	0	2	0	0	0	4	4	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/04/11	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	10	1	1	1	1	2	3	1	2	11	1	8	10	6	0	0	0	2	0	0	8	15	5	2	0	0	0	1	0	0	0	0	0	2	2	9	7	0	4	0	0	0	1	1	1	4	14	12	14	10	0	0	0	5	7	0	0	0	0	2	2	2	2	12	6	6	6	2	14	4	6	2	2	10	2	4	6	4	2	0	0	0	0	2	0	4	6	2	0	0	0
2019/04/12	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	0	0	1	8	1	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	4	0	10	8	2	1	9	8	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	9	5	7	0	0	0	2	1	5	5	5	1	0	0	0	16	8	0	2	3	2	0	2	0	8	0	0	2	0	0	2	0	0	0	2	0	0	0	2	0	0	0	0	6	0	2
2019/04/13	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	2	4	4	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	4	2	18	0	2	0	12	10	0	0	0	0	8	0	2	0	0	4	6	2	2	0	0	0	0	0	4	4	0	0	0	0	0	24	0	0	0	0	0	0	0	16	28	24	2	0	0	0	0	2	3	0	0	0	0	0
2019/04/14	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	16	0	2	4	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	4	14	6	2	0	0	1	1	1	7	13	13	1	13	13	1	7	1	7	1	14	4	10	4	4	0	0	0	0	0	0	0	0	6	6	4	4	4	4	4	4	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	28	0	0	0	0	0	4	0	4	0
2019/04/15	0	2	0	0	2	0	0	0	0	0	14	0	2	1	2	0	0	0	6	2	2	3	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	5	4	5	8	5	20	0	28	0	0	0	0	0	0	8	2	18	2	2	0	4	6	2	16	0	2	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	2	0	0	0	0	2	2	0	5	7	12	2	0	4	4	1	5	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	6	0	4	4	8	24	8	0	8	8
2019/04/16	8	8	0	2	2	10	2	16	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	3	1	6	0	0	4	5	6	0	0	0	0	0	0	0	0	1	0	0	0	16	16	0	0	16	3	1	16	16	16	16	0	0	0	0	1	1	0	0	0	0	2	1	1	1	1	2	0	10	0	0	2	4	12	0	0	0	0	0	0	0	0	0	0	18	16	2	24	0	2	0	16	0
2019/04/17	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1	0	1	7	5	5	5	5	4	0	0	0	4	0	0	0	4	6	2	0	2	0	0	0	16	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	5	5	5	4	6	11	9	1	8	0	4	5	9	0	0	0	0	0	0	0	2	2	0	0	0	0	0	3	1	6	5	5	12	12	14	4	4	0	2	2	6	2	2	2	4
2019/04/18	2	3	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	11	9	11	1	1	3	3	0	0	0	0	0	0	0	0	0	0	0	1	3	6	0	4	6	6	5	5	1	0	0	0	0	0	0	4	4	12	5	4	4	0	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	20	12	0	0	0	4	0	0	0	12	0	0	0	8
2019/04/19	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	4	3	12	5	7	16	0	0	0	0	8	4	16	0	0	0	0	0	0	0	0	0	0	0	2	5	0	4	5	4	20	0	0	4	0	4	0	12	4	5	0	4	4	4	0	0	0	0	9	1	4	2	2	4	6	3	5	5	2	6	0	0	4	2	0	0	0	4	4	14	2	0	0	0	4	0	0	0	0	0	4	4	0	0	0	4	8	12	6	6	4	18	0	0	0
2019/04/20	0	4	0	0	0	0	0	22	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	4	0	0	4	4	0	4	4	0	0	1	1	1	1	7	5	0	0	0	0	0	5	4	6	0	1	1	13	0	0	0	0	0	0	0	0	8	0	16	0	4	0	2	12	8	8	8	0	0	8	8	10	0	4	2	0	0	0
2019/04/21	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8	8	0	0	0	2	5	4	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	1	1	5	6	4	10	0	0	0	10	0	0	0	6	2	0	0	4	4	2	1	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/04/22	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	7	5	3	4	1	1	16	0	0	0	0	0	16	0	8	0	0	0	0	0	4	8	16	0	0	2	0	0	1	5	4	0	0	4	0	4	4	4	4	0	6	0	0	8	0	0	0	0	1	0	0	0	0	8	1	1	5	16	22	0	12	2	8	2	2	0	8	0	8	2	4	2	2	0	0	0	0	0	0	8	2	0	1	1	0	0	0	0	0	0	0	0	0	0	8	0
2019/04/23	8	0	0	0	10	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	0	2	2	0	12	0	5	3	1	1	6	4	9	7	4	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	4	0	0	1	1	0	8	0	0	0	1	1	1	1	0	0	6	2	5	4	0	2	0	0	0	0	0	0	0	4	0	0	2	2	0	0	3	1	2	0
2019/04/24	2	2	2	2	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	1	0	1	2	1	2	3	5	6	6	6	4	10	2	0	0	0	0	0	10	0	8	4	4	0	0	5	2	0	0	0	0	0	1	0	0	0	0	0	0	0	9	1	10	0	4	12	6	5	3	4	5	5	0	0	0	0	0	4	0	1	0	4	4	4	0	0	0	0	0	0	2	2	3	5	5	0	0	0	0	8	0	0	8	0	0	0	0	0
2019/04/25	0	16	2	8	0	0	0	0	0	2	2	0	10	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	0	2	4	0	8	2	0	1	15	1	1	3	3	7	2	0	3	1	0	0	0	0	0	0	0	0	0	0	5	6	3	2	0	3	5	1	1	13	1	0	0	8	0	0	0	2	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2019/04/26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	1	1	3	0	3	4	13	5	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	16	0	0	8	0	9	3	0	0	0	8	0	0	0	0	0	0	1	15	12	6	4	0	1	5	5	4	4	0	0	0	0	0	0	0	0	0	4	14	0	0	0	0	0	10	0	0	0	0	0	8	0	4	4	4	0	0	2	12	4	6	6	4	12
2019/04/27	12	6	0	0	0	2	2	0	2	2	10	2	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	2	0	0	0	0	0	0	0	0	8	0	0	0	16	18	16	24	16	0	16	16	18	0	2	0	0	0	2	0	10	2	2	0	0	4	4	2	2	2	8	2	0	2	0	10	1	0	0	0	0	0	0	0
2019/04/28	0	0	0	12	2	0	0	0	0	2	2	2	2	10	2	2	3	6	2	0	4	3	6	2	11	2	2	2	2	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	3	0	2	0	2	0	2	0	0	0	0	0	0	0	2	0	0	2	8	2	2	2	2	0	0	0	8	6	4	0	0	0	0	0	0	4	4	4	4	0	0	0	0	4	0	4	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	16	0	0	0	0	4	4	4	6	4	4
2019/04/29	2	2	10	8	2	2	2	2	1	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	12	4	12	2	4	2	4	4	4	4	4	12	4	4	0	0	0	0	2	2	0	0	0	1	0	0	0	2	4	4	12	4	8	2	2	10	2	0	0	26	0	0	8	0	0	10	2	18	10	2	18	2	0	6	4	4	0	1	3	7	4	4	6	15	5	2	0
2019/04/30	2	6	4	10	10	0	0	0	0	16	18	2	0	26	2	8	2	26	18	10	0	0	0	0	0	0	2	0	0	16	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	4	4	4	4	0	4	2	0	0	0	0	0	0	0	1	2	4	0	1	0	1	1	0	0	0	0	1	1	1	1	4	4	2	4	0	0	4	0	0	0	0	0	0	0	0	0	12	2	8	1	0	0	0	2	0	8	0	10	2	4	6	6	14	4	0	0	0	0	2	2	16	6
2019/05/01	6	4	14	2	0	0	0	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	12	12	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	2	8	16	0	10	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	2	8	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	12	0	4	0	4	1	0	0	0	0	0	0	4
2019/05/02	0	0	0	0	0	0	0	12	0	0	0	4	13	0	4	6	0	4	0	0	0	0	0	0	0	0	0	2	12	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	0	2	0	0	4	0	20	4	0	0	4	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	10	0	0	0	0	0	0	4	4	0	0	0	0
2019/05/03	16	0	0	4	4	4	4	0	0	0	0	0	8	0	0	0	4	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	4	2	10	5	6	6	4	6	4	0	4	2	1	8	2	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	6	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2019/05/04	0	4	12	4	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	7	2	0	0	0	2	0	0	1	4	4	4	4	0	4	6	4	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	2	0	2	0	0	10	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	7	0	0
2019/05/05	0	4	4	0	4	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	4	2	8	0	2	8	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	18	2	2	0	0	0	0	2	0	2	0	4	0	18	10	0	4	4	4	0	0	4	4	6	5	4	6	2	0	0	2	2	3	4	6	0	0	0	0	0	2	2
