Date (YYYYMMDD)	00:00	00:10	00:20	00:30	00:40	00:50	01:00	01:10	01:20	01:30	01:40	01:50	02:00	02:10	02:20	02:30	02:40	02:50	03:00	03:10	03:20	03:30	03:40	03:50	04:00	04:10	04:20	04:30	04:40	04:50	05:00	05:10	05:20	05:30	05:40	05:50	06:00	06:10	06:20	06:30	06:40	06:50	07:00	07:10	07:20	07:30	07:40	07:50	08:00	08:10	08:20	08:30	08:40	08:50	09:00	09:10	09:20	09:30	09:40	09:50	10:00	10:10	10:20	10:30	10:40	10:50	11:00	11:10	11:20	11:30	11:40	11:50	12:00	12:10	12:20	12:30	12:40	12:50	13:00	13:10	13:20	13:30	13:40	13:50	14:00	14:10	14:20	14:30	14:40	14:50	15:00	15:10	15:20	15:30	15:40	15:50	16:00	16:10	16:20	16:30	16:40	16:50	17:00	17:10	17:20	17:30	17:40	17:50	18:00	18:10	18:20	18:30	18:40	18:50	19:00	19:10	19:20	19:30	19:40	19:50	20:00	20:10	20:20	20:30	20:40	20:50	21:00	21:10	21:20	21:30	21:40	21:50	22:00	22:10	22:20	22:30	22:40	22:50	23:00	23:10	23:20	23:30	23:40	23:50
2017/03/30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/03/31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/04/01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/04/02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/04/03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/04/05	4	0	4	12	4	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	5	4	5	5	4	4	4	4	5	5	5	0	0	0	0	0	0	0	1	1	0	0	4	5	5	5	4	4	0	0	0	0	0	0	0	0	5	5	12	4	0	5	1	0	5	1	1	5	0	0	8	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	8	0	8	0	0	0	0	0	0	8	0	12	12	4	4	0	0	0	0	4	4	0	0
2017/04/06	4	0	0	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	4	1	1	1	5	5	4	4	4	4	4	4	13	5	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	1	1
2017/04/07	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	4	4	5	9	12	1	1	1	1	0	1	1	0	0	1	1	1	0	0	4	8	0	0	0	0	4	1	1	1	1	9	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	4	0	0	0	12	12	4	0	0	8	4	4	0	0	0	8	4	0	8	4	0	0	0	0	0	0	0	0	0	8	8	0	0
2017/04/08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	5	5	0	0	0	5	1	1	1	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	5	0	4	4	5	1	1	5	4	4	5	5	1	8	1	5	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	4	4	4	4	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4
2017/04/09	4	4	4	0	4	0	8	8	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	4	12	4	8	8	8	4	0	4	0	0	0	4	4	4	4	4	13	1	1	4	5	13	9	12	4	0	0	0	0	1	1	1	1	5	1	0	0	4	4	4	12	12	4	4	4	4	0	12	4	4	0	0	0	0	0	8	0	0	0	0	0	0	0
2017/04/10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	8	1	13	4	4	4	4	5	5	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	4	0	4	4	0	5	1	1	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	4	4	1	1	1	1	5	1	1	1	1	1	1	1	1	4	5	5	1	4	4	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	4	0	4	0	0	8
2017/04/11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	1	9	5	5	0	0	1	1	5	4	4	0	0	0	0	5	5	0	0	0	4	0	0	0	0	0	0	1	1	1	0	4	5	5	5	4	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	1	5	4	4	4	5	5	4	5	5	5	5	4	12	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	12	12	4	12	4
2017/04/12	12	4	4	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	5	9	4	12	4	4	5	5	1	0	0	0	0	4	4	4	0	0	0	1	1	0	0	0	0	0	0	0	5	5	4	4	4	4	0	5	5	0	1	4	4	4	4	0	1	5	5	5	5	4	4	4	4	0	4	4	0	4	4	5	5	4	4	5	1	9	1	5	4	0	0	1	5	5	5	1	0	4	0	4	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/04/13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	4	5	13	4	4	4	4	4	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	5	1	13	13	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	5	5	4	4	5	1	5	12	13	5	5	12	4	4	12	12	4	12	4	4	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	4	4	0	4	4	4	4	4	4	4	4	4
2017/04/14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	4	5	5	4	4	4	5	5	1	1	0	0	0	0	1	5	1	1	5	0	0	0	1	9	9	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	5	1	4	5	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	5	1	5	0	0	0	0	5	5	5	4	4	5	5	0	4	0	0	1	5	5	1	8	0
2017/04/15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	4	0	4	0	4	4	4	0	8	0	0	0	0	1	1	13	9	0	4	0	4	5	1	9	1	0	5	5	13	12	0	1	13	13	5	5	4	4	4	5	1	5	5	9	4	1	9	1	0	0	4	10	4	8	8	8	0	14	14	0	0	0	0	10	8	6	2	0	0
2017/04/16	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	4	4	0	0	4	6	6	8	10	10	2	2	2	2	0	2	0	0	6	2	0	2	6	4	2	4	0	8	12	12	4	6	0	0	2	2	2	0	4	2	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	12	12	4	2	0	0	0	0	0	0	0	0
2017/04/17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1	5	4	4	4	4	5	5	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	4	0	13	1	5	6	0	0	0	4	0	0	10	0	1	1	1	0	0	0	0	0	0	0	1	5	0	0	0	0	1	1	9	10	12	5	5	5	4	7	1	3	0	0	0	4	0	0	2	4	2	2	0	0	6	0	4	4	0	0	2	8	2	0	8	2	2	0	8	2	0
2017/04/18	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	13	5	5	7	4	6	2	7	7	5	0	0	0	0	0	0	0	1	1	0	4	4	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	1	5	4	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	4	0	1	1	3	1	1	4	4	4	14	6	0	2	0	10	0	4	4
2017/04/19	4	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	1	1	3	1	2	2	2	6	7	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	3	9	1	4	4	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	9	1	1	5	4	2	0	0	0	0	1	0	0	1	1	1	1	1	4	4	0	4	1	1	5	5	4	4	4	4	4	6	4	4	6	2	0	0	0	0	0	0	0	4	12	4
2017/04/20	6	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	5	0	0	0	0	3	5	1	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	6	2	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	9	3	0	4	1	5	5	1	3	10	1	3	1	4	5	5	5	2	2	6	2	6	8	8	4	12	6	14	12	8	0	2	0	0	0	0	0	0	0	0	0	0	4	8	2	10
2017/04/21	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	5	7	7	5	5	6	2	0	3	9	11	4	0	0	0	0	0	0	0	1	7	0	4	2	3	1	13	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	1	1	1	1	1	5	0	0	2	1	0	0	0	0	1	1	0	0	1	1	0	4	0	4	5	1	3	5	4	4	0	4	12	4	4	6	2	8	0	4	4	4	0	0	0	0	0
2017/04/22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	3	1	1	1	10	4	0	0	1	2	1	1	1	0	0	1	9	0	0	0	0	0	0	0	0	5	1	1	0	2	2	2	3	3	3	11	8	8	26	2	2	2	18	0	0	0	0	16	2	10	0	18	0	0	0
2017/04/23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	4	3	9	0	0	0	10	8	0	8	10	0	0	0	0	0	10	2	0	8	8	2	8	16	0	10	0	2	0	0	0	0	0	16	0	0	2	2	2	8	2	0	0	0	2	0	0	10	0	4	6	0	2	0	2	0	10	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/04/24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	0	3	3	2	0	2	2	2	3	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	11	2	0	6	4	5	1	5	4	0	0	0	4	1	1	8	0	0	0	0	0	0	0	0	5	3	1	1	1	1	1	1	1	1	0	0	0	0	4	3	1	7	3	0	4	0	1	1	1	3	1	0	6	8	12	0	4	0	2	2	8	2	12	0	12	4	0	0	0	0	6
2017/04/25	10	14	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	5	5	5	2	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	1	1	0	0	1	1	15	1	1	1	0	0	1	1	9	0	1	1	1	0	0	0	0	0	0	1	1	2	0	0	2	0	2	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	12	1	3	6	3	1	1	8	0	0	0	0	0	0	0	0	0	0
2017/04/26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1	1	3	3	2	12	4	15	5	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	4	13	1	4	1	1	1	2	2	5	1	1	2	0	8	8	0	0	4	0	0	0	0	8	13	1	3	6	4	4	0	3	7	1	5	4	2	6	4	12	4	0	12	0
2017/04/27	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	5	4	5	5	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	4	2	0	0	4	4	4	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	9	1	0	0	3	1	1	0	5	1	3	4	4	4	0	0	0	16	0	0	0	0	0	0	0	0	0	0	16	0	2	2	0	0	0	4	0	0	0	0	6	0	8	2	2	2
2017/04/28	4	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	11	1	11	3	1	3	3	0	0	1	1	1	0	0	4	4	0	0	2	0	0	1	1	0	0	0	1	5	0	0	0	0	0	0	0	0	1	5	0	0	2	2	0	0	0	1	5	6	2	1	5	3	8	0	0	0	0	10	2	0	3	3	3	2	2	0	0	0	0	0	4	1	1	1	0	0	2	1	1	1	1	2	2	0	0	0	0	0	2	0	0	0	0
2017/04/29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	9	2	0	4	4	5	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	8	0	0	0	1	9	10	0	0	0	10	0	8	8	2	1	1	4	4	0	0	0	0	8	0	0	4	0	0	0	5	3	4	4	2	3	9	7	7	11	10	2	4	4	6	4	12	4	4	4	14	6	12	12	0	0	0
2017/04/30	0	4	10	14	14	6	4	6	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	11	1	0	0	2	1	9	10	5	1	9	7	1	2	3	1	0	0	0	0	1	1	1	9	1	1	1	1	1	1	9	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	9	11	9	1	1	1	9	11	3	3	0	0	6	2	1	1	1	1	2	2	0	0	10	6	1	1	14	2	5	5	4	5	5	5	7	6	2	4	6	2	0	8	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0
2017/05/01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	12	0	1	5	5	5	5	5	0	6	5	1	1	8	0	0	0	0	0	4	4	8	1	1	13	0	2	0	0	0	0	0	1	1	5	8	2	0	0	5	4	0	0	0	10	0	0	0	1	0	0	0	8	0	2	0	0	5	1	3	0	4	5	1	4	5	5	5	13	3	6	12	20	4	12	2	0	4	4	20	20	20	20	4	4	14	4	4	12	12	4	12	12	4	4	0	4	4	12	4	14	4	4	0
2017/05/02	4	14	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	6	4	0	0	0	16	16	2	2	0	0	0	0	8	2	0	0	16	0	0	0	0	1	1	3	3	1	0	0	0	0	0	0	0	0	1	1	3	15	1	1	0	0	0	7	15	15	11	3	11	9	3	3	1	1	2	0	6	4	4	14	6	0	12	4	6	4	0	0	0	4	18	0	0	0	2	2	2	6	12	0
2017/05/03	0	2	2	6	6	2	0	0	1	0	16	0	16	16	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	4	5	5	7	1	1	1	0	0	0	0	0	3	1	1	1	1	10	1	1	1	0	1	1	4	0	0	1	1	1	1	1	5	1	5	1	1	4	0	4	20	4	4	4	4	4	4	12	4	2	0	0	0	0	0	0	2	6	4	10	0
2017/05/04	0	0	0	10	8	0	10	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	4	24	4	0	4	4	0	0	0	0	4	0	4	0	0	0	0	10	0	0	4	0	0	0	2	10	2	0	0	0	8	16	0	2	8	10	0	0	0	0	0	0	8	0	0	0	12	4	5	5	4	4	4	8	4	0	0	2	0	0	0	0	0	0	0	16	2	4	4	4	4	0	0	2	10	2	2	2	10	2	2
2017/05/05	10	6	6	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	6	6	4	6	0	0	8	12	2	2	0	8	4	2	0	0	4	8	6	14	4	12	6	6	6	4	4	6	4	0	4	12	4	4	6	10	0	0	0	0	0	2	4	6	4	4	6	10	0	0	0	4	0	4	4	0	2	0	4	4	4	4	8	0
2017/05/06	2	2	2	2	2	0	2	2	0	0	2	2	2	2	10	2	2	2	2	2	2	0	2	0	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	1	7	5	0	0	10	4	3	7	0	0	0	0	0	8	0	2	12	13	1	13	10	0	2	2	2	2	2	2	2	10	1	11	4	0	2	3	10	2	0	0	0	1	7	2	2	2	1	1	5	13	1	0	0	4	4	0	0	0	0	4	2	0	4	4	6	4	4	0	0	0	0	0	0	0	2
2017/05/07	2	2	0	0	0	10	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	7	5	7	5	2	2	14	6	7	1	2	2	2	2	2	0	2	0	0	0	1	3	0	2	0	6	0	10	1	1	1	1	9	1	1	1	1	1	3	0	0	2	2	5	1	1	5	4	0	0	0	2	2	4	4	2	2	10	0	0	2	4	4	4	4	4	4	4	4	4	0	0	0	0	0	0	10	2	0	2	0	0	0	0	6	2	2
2017/05/08	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	3	7	1	3	2	2	2	1	3	0	0	2	0	0	2	0	2	1	1	2	0	2	0	0	0	0	2	1	1	0	4	0	2	3	5	5	8	0	0	0	0	1	1	1	0	0	0	8	0	0	0	0	1	1	1	5	3	2	2	2	8	3	1	2	3	3	10	8	2	6	6	4	2	2	2	0	2	4	6	6	4	4	14	14	6	6	0	10	8	10	10	2	2	2	0	0	0	0	0
2017/05/09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	1	3	1	1	1	2	0	3	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	8	2	2	2	2	0	2	10	2	2	0	0	1	1	1	1	0	0	2	0	1	3	3	1	3	4	4	4	6	14	2	10	4	4	4	4	6	6	6	6	2	0
2017/05/10	0	0	0	10	2	2	2	8	2	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	1	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	1	1	1	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	8	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	0	2	4	2	5	1	1	5	1	4	0	4	0	0	2	6	8
2017/05/11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	7	5	5	0	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	9	9	7	6	2	1	3	0	1	1	1	0	0	0	2	2	2	6	8	12	6	8	4	0	2	2	0	0	22	20	18	2	16	0	16	0	16	0	8	0	0	0	2	0	0	0	0
2017/05/12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	11	1	0	2	6	3	1	1	0	0	0	0	0	0	0	5	1	0	0	0	9	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	5	3	1	0	0	0	10	0	0	0	0	0	1	1	0	0	0	1	1	0	2	2	0	5	15	5	5	5	14	14	0	2	2	10	2	2	10	2	2	2	2	2	2	10	8
2017/05/13	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	1	3	11	0	2	2	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	8	0	0	2	0	0	0	1	1	3	2	2	2	1	1	7	1	0	0	6	0	0	1	7	1	4	4	0	2	2	10	2	2	12	12	24	4	0	6
2017/05/14	6	0	2	2	10	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	0	10	2	6	1	1	7	6	2	0	0	1	3	3	0	0	0	0	0	8	8	12	4	14	6	6	2	0	0	0	10	2	2	6	8	4	1	5	0	0	4	0	0	0	0	2	6	1	3	0	0	0	3	1	7	1	7	6	2	10	0	10	0	0	16	16	0	2	10	0	2	2	10	0	0	0	2	10	2
